Age,BootcampLoanYesNo,BootcampName,BootcampRecommend,ChildrenNumber,CityPopulation,CodeEventConferences,CodeEventDjangoGirls,CodeEventFCC,CodeEventGameJam,CodeEventGirlDev,CodeEventHackathons,CodeEventMeetup,CodeEventNodeSchool,CodeEventNone,CodeEventOther,CodeEventRailsBridge,CodeEventRailsGirls,CodeEventStartUpWknd,CodeEventWkdBootcamps,CodeEventWomenCode,CodeEventWorkshops,CommuteTime,CountryCitizen,CountryLive,EmploymentField,EmploymentFieldOther,EmploymentStatus,EmploymentStatusOther,ExpectedEarning,FinanciallySupporting,FirstDevJob,Gender,GenderOther,HasChildren,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasHomeMortgage,HasServedInMilitary,HasStudentDebt,HomeMortgageOwe,HoursLearning,ID.x,ID.y,Income,IsEthnicMinority,IsReceiveDisabilitiesBenefits,IsSoftwareDev,IsUnderEmployed,JobApplyWhen,JobInterestBackEnd,JobInterestDataEngr,JobInterestDataSci,JobInterestDevOps,JobInterestFrontEnd,JobInterestFullStack,JobInterestGameDev,JobInterestInfoSec,JobInterestMobile,JobInterestOther,JobInterestProjMngr,JobInterestQAEngr,JobInterestUX,JobPref,JobRelocateYesNo,JobRoleInterest,JobWherePref,LanguageAtHome,MaritalStatus,MoneyForLearning,MonthsProgramming,NetworkID,Part1EndTime,Part1StartTime,Part2EndTime,Part2StartTime,PodcastChangeLog,PodcastCodeNewbie,PodcastCodePen,PodcastDevTea,PodcastDotNET,PodcastGiantRobots,PodcastJSAir,PodcastJSJabber,PodcastNone,PodcastOther,PodcastProgThrowdown,PodcastRubyRogues,PodcastSEDaily,PodcastSERadio,PodcastShopTalk,PodcastTalkPython,PodcastTheWebAhead,ResourceCodecademy,ResourceCodeWars,ResourceCoursera,ResourceCSS,ResourceEdX,ResourceEgghead,ResourceFCC,ResourceHackerRank,ResourceKA,ResourceLynda,ResourceMDN,ResourceOdinProj,ResourceOther,ResourcePluralSight,ResourceSkillcrush,ResourceSO,ResourceTreehouse,ResourceUdacity,ResourceUdemy,ResourceW3S,SchoolDegree,SchoolMajor,StudentDebtOwe,YouTubeCodeCourse,YouTubeCodingTrain,YouTubeCodingTut360,YouTubeComputerphile,YouTubeDerekBanas,YouTubeDevTips,YouTubeEngineeredTruth,YouTubeFCC,YouTubeFunFunFunction,YouTubeGoogleDev,YouTubeLearnCode,YouTubeLevelUpTuts,YouTubeMIT,YouTubeMozillaHacks,YouTubeOther,YouTubeSimplilearn,YouTubeTheNewBoston,BootcampFinish,Set
15,1,141,1,5,1,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,4,59,42,4,36,2,24,5,2,2,3,3,2,1,0,1,0,0,0,61,10,678,54,7,1,0,0,1,1,0,1,1,1,0,0,1,1,1,12,1,1,1,3,1,48,1,41,1,36,3,125,618,621,555,554,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,70,1,1,0,1,1,0,0,2,123,77,1,1,1,1,1,1,1,0,1,1,0,1,1,1,64,1,1,1.0,Train
20,0,90,1,5,2,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,0,75,66,12,36,2,24,63,2,1,3,3,2,0,0,1,2,0,2,61,5,933,57,55,0,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,3,104,16,361,268,272,242,242,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,70,1,1,0,1,1,1,1,4,14,77,1,1,1,1,1,1,1,1,1,1,1,1,0,1,64,1,1,1.0,Train
32,0,69,1,5,2,0,1,1,1,0,0,0,1,1,51,1,1,1,1,0,1,6,76,67,14,36,5,24,58,2,2,1,3,2,1,0,1,0,0,0,61,28,254,910,111,0,0,0,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,140,1,14,3,104,3,168,424,429,381,381,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,70,1,1,0,1,0,1,0,2,161,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,0.0,Train
19,1,87,1,5,2,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,0,6,11,8,14,36,9,6,27,2,2,1,3,2,1,0,1,0,0,1,61,36,617,705,111,0,0,0,2,1,1,1,1,1,0,1,1,1,1,12,1,1,1,3,0,15,1,14,3,78,6,79,763,765,676,676,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,70,1,1,0,0,1,1,0,2,48,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,0.0,Train
15,1,57,1,5,2,0,1,1,1,1,1,0,1,1,62,1,1,1,1,1,1,0,76,67,12,36,2,24,63,0,1,3,3,0,1,1,1,0,0,1,61,10,380,477,31,1,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,1,67,12,848,32,32,27,27,1,1,1,1,1,1,1,1,1,51,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,1,1,0,1,1,0,0,1,99,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
49,0,87,1,5,3,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,6,79,70,14,36,9,24,30,2,2,5,3,2,2,2,2,2,2,2,61,17,569,921,111,2,2,0,2,1,0,0,0,1,1,1,1,1,1,12,1,0,1,4,0,212,1,62,5,78,6,923,1030,1032,921,921,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,70,1,1,0,1,1,1,0,10,197,77,1,1,1,1,1,1,1,1,1,0,1,1,0,1,64,1,1,1.0,Train
25,0,141,1,0,2,0,0,1,1,0,1,0,1,1,62,1,0,1,0,0,0,6,10,7,14,36,5,24,63,0,2,1,3,1,0,1,1,2,0,2,61,24,456,148,111,0,0,0,2,3,1,1,1,1,0,0,1,0,1,12,1,1,1,6,1,160,2,42,3,23,61,807,1061,1064,916,916,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,70,1,1,1,1,1,1,1,4,108,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
48,1,9,1,3,2,1,1,1,1,1,1,1,0,1,62,1,1,1,1,1,1,6,46,38,14,36,5,24,63,0,1,3,3,1,1,1,1,0,0,0,61,3,698,140,111,1,0,1,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,49,1,14,1,549,750,752,666,666,1,1,1,1,1,1,1,1,1,51,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,1,0,1,1,1,1,1,3,197,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,0,1,1.0,Train
28,0,121,1,1,0,1,1,1,1,1,1,0,1,1,62,1,1,1,1,1,1,1,76,67,12,36,7,24,63,0,0,3,3,1,1,1,1,1,0,0,20,10,1055,62,36,0,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,1,86,17,736,330,336,296,297,1,1,1,1,1,1,1,1,1,51,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,70,0,1,0,0,1,1,0,2,108,77,1,1,1,1,1,0,1,1,1,1,1,0,1,1,64,1,1,1.0,Train
19,1,74,0,0,2,1,1,1,1,1,1,0,1,1,62,1,1,1,1,1,1,6,68,58,14,36,5,24,22,0,2,3,3,1,1,1,1,1,1,1,36,32,414,558,111,0,0,0,2,1,0,1,1,1,0,0,0,1,0,12,1,1,1,4,1,182,1,49,4,27,2,744,277,279,252,250,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,70,1,1,0,1,1,0,0,2,197,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,64,1,1,0.0,Train
16,0,48,0,5,2,1,1,0,0,1,1,0,1,1,62,1,1,1,1,1,1,0,76,67,12,36,2,24,63,0,1,3,3,0,1,1,1,0,0,0,61,15,985,837,63,0,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,1,56,24,778,815,817,722,722,0,0,1,0,1,0,1,0,1,51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,70,0,1,0,1,0,0,1,7,197,77,1,1,1,0,1,1,1,1,1,0,1,1,0,1,64,1,0,1.0,Train
49,0,87,1,5,3,1,1,1,1,1,1,0,1,1,62,1,1,1,1,0,1,6,79,70,14,36,9,24,63,2,1,5,3,2,2,2,2,2,2,2,61,8,166,921,111,2,2,1,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,62,5,80,15,768,109,109,921,921,1,1,1,1,1,1,1,0,1,51,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,70,0,1,0,0,0,0,0,10,197,77,1,1,1,1,1,1,1,0,1,0,1,1,1,1,64,1,1,1.0,Train
10,1,11,2,5,2,1,1,1,1,1,0,1,0,1,62,1,1,1,1,1,0,6,79,69,14,36,5,24,63,1,1,3,3,2,0,1,1,2,0,2,61,48,283,343,111,0,0,1,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,59,1,14,10,326,671,673,601,601,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,70,1,1,1,0,1,0,0,6,60,77,0,1,0,1,1,1,1,1,1,0,1,1,0,1,64,1,1,0.0,Train
18,0,65,1,5,2,1,1,1,1,1,1,0,1,1,62,1,1,1,1,1,1,6,18,1,14,36,4,24,41,2,2,3,3,2,0,0,1,2,0,2,61,31,970,348,111,0,0,0,2,3,1,1,1,1,1,0,1,1,1,12,1,1,1,3,1,142,1,14,1,36,18,227,730,732,647,647,1,0,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,1,1,1,1,1,1,1,2,146,77,1,1,1,1,0,0,1,0,0,1,1,0,1,1,64,1,0,0.0,Train
28,0,96,1,1,2,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,0,76,67,3,36,2,24,35,0,2,3,3,1,0,1,1,2,0,2,61,10,100,707,75,0,0,0,0,0,1,1,1,1,0,1,1,1,1,12,1,1,1,3,0,15,1,14,1,31,10,108,320,327,287,287,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,70,1,1,1,1,1,1,0,7,197,77,1,1,1,1,1,1,1,0,1,1,0,1,1,1,64,1,1,1.0,Train
21,0,30,1,5,0,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,3,75,66,1,36,7,24,22,2,2,3,3,2,1,0,1,0,0,1,61,30,902,26,36,0,0,0,0,3,0,1,1,1,1,1,0,1,1,12,1,1,1,3,1,194,1,14,3,31,35,974,758,760,672,672,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,70,0,1,0,1,0,0,0,4,151,28,1,1,1,0,0,1,1,0,0,1,0,1,0,1,64,1,1,0.0,Train
13,0,1,1,5,2,1,1,1,1,1,1,0,1,1,62,1,1,1,1,1,1,1,11,8,5,36,2,24,63,2,1,3,3,2,0,0,1,2,0,2,61,10,153,538,36,0,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,3,86,8,282,457,461,412,412,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,70,1,1,1,1,1,0,1,2,42,77,1,1,1,0,0,1,0,1,0,1,1,1,1,1,64,1,1,1.0,Train
13,0,55,1,5,0,1,1,1,1,1,1,0,1,1,62,1,1,1,1,0,1,6,76,67,14,36,5,24,35,2,2,1,3,2,1,0,1,1,0,1,54,17,553,679,111,1,0,0,2,1,1,1,1,1,0,0,1,1,1,12,0,1,1,5,1,26,1,49,1,27,10,1018,132,134,118,118,1,1,1,1,1,1,0,1,1,51,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,70,1,1,0,0,1,0,1,7,197,15,1,1,1,1,1,0,1,1,0,1,1,1,1,1,37,1,1,1.0,Train
11,0,141,1,5,0,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,6,76,67,14,36,5,24,47,2,2,1,3,2,1,0,1,0,0,1,61,28,402,6,111,1,0,0,2,1,0,1,1,1,0,0,1,1,1,12,1,1,1,3,0,36,1,14,3,0,12,218,870,870,767,766,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,70,1,1,0,0,1,1,0,7,197,46,1,1,1,1,0,1,1,0,1,1,0,1,1,1,64,1,1,0.0,Train
18,0,12,1,5,1,0,1,1,1,1,0,0,1,1,62,1,1,1,1,1,0,6,76,67,14,36,5,24,51,2,2,3,3,2,0,0,1,2,0,2,61,17,196,523,111,0,0,0,2,1,1,1,1,1,0,0,1,1,0,12,0,1,1,3,1,27,1,42,1,60,12,238,575,578,518,518,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,70,1,1,1,1,1,1,0,2,76,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
21,1,138,1,5,2,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,1,76,67,12,36,2,24,63,2,0,3,3,2,1,0,1,1,0,1,9,48,15,556,15,1,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,49,3,88,19,781,616,618,552,552,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,70,0,1,1,1,1,1,1,4,28,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
13,0,65,1,5,2,1,1,1,1,1,0,0,1,1,62,1,1,1,1,1,0,4,76,67,12,36,2,24,63,2,1,3,3,2,1,0,1,0,0,1,61,17,628,0,47,0,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,3,36,7,886,36,37,33,31,1,1,1,1,1,1,1,0,1,51,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,70,0,1,0,1,1,0,0,2,39,43,1,1,1,1,1,1,1,0,1,1,1,1,0,1,64,1,1,1.0,Train
49,0,33,1,5,3,1,1,0,1,1,0,1,1,1,62,1,1,1,1,1,1,6,79,70,14,36,9,24,63,2,1,5,3,2,2,2,2,2,2,2,61,17,141,921,111,2,2,1,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,62,5,0,50,743,494,498,921,921,1,1,1,1,1,1,1,0,1,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,0,1,0,1,1,0,0,10,197,77,0,1,1,1,0,1,1,1,1,0,1,1,1,1,64,1,1,0.0,Train
28,0,134,1,5,0,0,1,1,1,1,1,0,1,1,62,1,1,0,1,1,1,3,76,67,12,36,6,24,63,2,0,1,3,2,1,0,1,0,0,1,61,4,619,719,69,0,0,1,1,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,3,86,30,570,214,219,199,198,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,70,0,1,0,1,1,1,0,6,41,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
19,1,87,1,5,1,1,1,1,1,1,1,0,1,1,62,1,1,1,1,1,1,2,11,8,12,36,2,24,63,2,0,3,3,2,1,0,1,0,0,1,61,3,3,127,111,0,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,5,74,24,488,774,776,687,687,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,70,1,1,0,1,1,1,1,2,161,20,1,1,1,0,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
46,0,27,1,1,2,1,1,0,1,0,0,1,1,1,62,1,1,1,1,0,0,6,76,67,14,36,5,24,63,0,2,1,3,1,1,1,1,0,0,1,61,28,462,191,111,0,0,0,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,1,2,212,3,14,1,111,27,207,228,234,212,211,1,1,1,1,1,1,1,0,1,51,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,70,1,1,0,1,1,0,1,4,58,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
32,1,65,1,1,2,1,1,1,1,0,1,0,1,1,62,1,1,1,1,1,0,2,76,67,12,36,2,24,63,0,1,1,3,1,1,1,1,0,0,0,61,17,489,414,31,0,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,0,118,8,766,703,705,625,625,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,70,0,1,0,1,0,1,0,2,33,77,1,1,1,1,1,1,1,1,1,0,1,0,1,1,64,1,1,1.0,Train
29,0,141,1,0,2,1,0,1,1,1,1,1,1,1,62,1,1,1,1,1,1,2,13,10,12,36,2,24,63,0,0,3,3,1,1,1,0,0,0,0,61,10,348,25,36,0,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,10,1,31,53,818,847,849,748,748,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,1,1,0,1,1,1,1,2,58,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,0.0,Train
25,1,65,1,1,2,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,6,76,67,14,36,9,7,63,0,2,1,3,1,1,1,1,1,0,1,54,3,478,566,111,0,0,0,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,0,2,212,3,14,1,56,24,416,102,105,92,92,1,1,1,1,1,1,1,1,1,51,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,70,0,1,0,1,1,1,0,2,22,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,0.0,Train
11,1,141,1,5,2,1,1,1,1,1,0,1,1,1,62,1,1,1,0,1,0,6,32,25,14,36,5,24,11,2,2,3,3,2,0,0,1,2,0,2,61,14,31,382,111,0,0,0,2,2,1,1,1,1,1,1,1,1,0,12,1,1,1,6,1,55,2,4,3,28,6,567,619,622,554,555,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,70,1,1,1,1,0,1,0,2,144,77,1,1,1,1,1,1,1,1,1,0,1,1,1,1,64,1,1,1.0,Train
49,0,74,1,5,3,1,1,1,1,1,1,0,1,1,62,1,1,1,1,1,1,6,79,70,14,36,9,24,63,2,1,5,3,2,2,2,2,2,2,2,61,7,708,921,111,2,2,1,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,62,5,0,6,986,284,287,921,921,1,1,1,1,1,1,1,1,0,51,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,70,1,1,0,1,0,0,1,10,197,77,1,1,1,1,1,0,1,0,1,0,0,1,1,1,6,1,1,1.0,Train
9,1,57,1,5,2,1,1,0,1,1,1,1,0,1,62,1,1,1,1,1,1,6,10,7,14,36,5,24,7,2,2,3,3,2,0,0,1,2,0,2,61,11,472,377,111,0,0,0,2,0,0,1,1,1,0,0,1,1,0,12,1,1,1,3,1,37,2,42,3,122,3,957,492,496,443,443,1,0,1,1,1,1,0,1,1,51,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,42,1,1,0,1,0,0,1,3,197,77,0,1,0,1,1,0,1,0,1,1,0,0,1,0,64,0,0,0.0,Train
13,1,74,1,5,2,1,1,1,1,1,0,1,1,1,43,1,1,1,1,1,1,0,68,58,1,36,2,24,15,2,2,1,3,2,1,0,1,0,0,0,61,4,961,35,9,0,0,0,0,3,1,1,1,1,0,1,1,1,1,12,1,1,1,6,1,15,1,49,3,67,6,763,275,280,249,249,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,70,0,1,0,1,1,1,0,2,51,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,0.0,Train
10,0,1,1,5,1,1,1,0,1,1,1,0,0,1,62,1,1,1,1,1,1,6,72,63,14,36,5,24,17,2,2,3,3,2,0,0,1,2,0,2,61,24,746,788,111,1,0,0,2,0,1,1,1,1,1,1,1,1,0,12,1,1,1,3,1,55,2,4,3,23,4,110,910,912,795,795,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,70,1,1,0,1,0,0,1,6,117,77,1,1,1,1,1,1,1,1,1,1,0,1,1,0,64,1,1,1.0,Train
49,0,141,0,5,3,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,6,79,70,14,36,9,24,63,2,1,5,3,2,2,2,2,2,2,2,61,10,296,921,111,2,2,1,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,62,5,51,26,20,485,489,921,921,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,70,1,1,0,1,0,1,0,10,197,77,1,1,1,1,1,1,1,1,1,0,1,1,1,1,64,1,1,1.0,Train
49,0,95,1,5,3,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,6,79,70,14,36,9,24,63,2,1,5,3,2,2,2,2,2,2,2,61,48,960,921,111,2,2,1,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,62,5,122,61,735,64,65,921,921,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,70,1,1,0,0,1,1,1,10,197,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
16,0,141,1,5,2,0,1,1,1,1,0,1,1,1,62,1,1,1,1,1,0,4,12,9,12,36,2,24,63,2,1,1,3,2,0,0,0,2,0,2,61,17,803,721,111,0,0,1,1,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,49,3,0,6,452,1040,1043,898,898,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,70,1,1,0,1,1,1,0,7,197,77,1,1,1,1,1,1,1,1,1,0,0,1,1,1,64,1,1,1.0,Train
34,0,12,1,5,0,0,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,6,23,17,14,36,4,24,63,0,2,3,3,0,0,1,1,2,0,2,61,28,170,154,111,0,0,0,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,0,2,212,3,15,3,0,3,332,442,446,397,397,1,1,1,1,1,1,0,1,1,51,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,70,1,1,0,1,1,1,1,2,161,77,1,1,1,1,1,1,1,1,1,0,1,1,1,1,64,1,1,1.0,Train
21,0,141,1,5,3,1,1,1,1,1,1,0,1,1,62,1,1,0,1,1,1,6,12,42,14,36,5,24,63,2,2,1,3,2,1,0,1,0,0,1,61,30,431,14,111,0,0,0,2,3,0,1,1,1,0,0,1,1,0,12,1,1,0,5,1,127,1,49,1,122,4,462,400,406,359,359,1,0,1,0,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,70,1,1,0,0,1,0,0,4,175,20,1,0,1,1,1,1,1,0,1,1,0,1,1,1,64,1,1,0.0,Train
16,0,141,1,5,2,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,6,76,67,14,36,9,5,47,0,2,3,3,0,1,1,1,0,1,0,61,28,340,716,111,1,0,0,2,3,0,1,1,1,1,1,1,1,1,12,1,1,1,3,2,101,0,14,1,111,8,925,719,721,638,638,1,0,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,70,1,1,0,1,1,1,1,2,71,77,1,1,1,1,1,1,0,0,0,1,1,1,1,1,64,1,1,0.0,Train
17,1,13,1,5,0,1,1,1,1,1,1,0,1,1,62,1,1,1,0,1,1,0,76,67,3,36,2,24,37,2,2,3,3,2,1,0,1,0,0,0,61,2,728,918,36,0,0,0,1,2,0,1,1,1,0,0,0,0,0,12,1,0,0,3,1,210,1,14,3,60,12,394,107,112,97,97,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,70,1,1,1,1,0,1,0,7,197,77,1,1,1,1,1,0,1,0,1,0,1,1,0,1,64,1,1,1.0,Train
16,0,12,1,5,2,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,6,76,67,14,36,5,24,46,2,2,3,3,2,1,0,1,0,0,1,61,36,871,249,111,0,0,0,2,1,1,1,1,1,0,1,1,1,1,12,1,1,1,3,1,15,1,14,3,30,5,376,570,573,513,513,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,70,1,1,0,1,1,1,1,2,38,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
34,1,37,0,4,0,1,1,1,1,1,1,1,1,1,62,1,1,1,1,1,1,6,76,67,14,36,5,24,63,1,2,3,3,1,1,1,1,0,0,1,61,5,341,335,111,0,0,0,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,1,2,212,3,14,1,92,6,532,135,140,121,121,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,70,1,1,0,1,0,0,0,2,0,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1.0,Train
18,0,23,1,5,2,1,1,1,1,1,0,0,1,1,62,1,1,1,1,1,1,2,76,67,12,36,2,24,63,2,1,3,3,2,1,0,1,1,0,1,7,14,686,171,111,0,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,3,45,18,387,316,322,284,284,1,1,1,1,1,1,1,0,1,51,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,70,1,1,0,0,1,1,0,2,161,13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,64,1,0,1.0,Train
12,1,48,1,5,2,1,0,1,1,1,1,0,1,1,62,1,1,1,1,1,1,6,76,67,14,36,1,24,63,2,1,1,3,2,1,0,1,0,0,1,61,14,14,545,111,0,0,1,2,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,14,3,91,8,918,717,719,636,636,1,1,0,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,70,1,1,0,1,1,0,0,2,0,20,1,1,1,0,1,0,1,0,1,1,0,1,1,1,64,1,1,1.0,Train
22,1,62,1,5,0,1,1,1,1,1,1,0,1,1,62,1,1,1,1,1,0,1,76,67,12,36,2,24,63,2,1,3,3,2,1,0,1,0,0,1,61,5,218,904,21,1,0,1,0,5,1,1,1,1,1,1,1,1,1,12,1,1,1,7,2,212,3,59,3,115,12,23,657,660,588,588,1,1,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,70,1,1,0,1,0,1,1,2,72,30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,64,1,1,1.0,Train
